ID,RECENT_DATE,TRANS_NUM,AVG_TRANS_AMT,TRANS_NUM_BEFORE
4339914963,20180112,52,0,54
4356766247,20171120,0,0,36
4334159199,20180208,0,0,84
6780362667,20180210,0,0,0
4345525519,20180208,0,0,60
4362378863,20180206,0,0,210
4339907003,20180131,64,0,63
4345524423,20180129,192,0,198
8412502215,20171206,0,0,0
8605366223,20180103,0,0,0
8412501119,20171121,0,0,0
4339907943,20171130,0,0,64
4339906811,20180129,72,0,60
4339906835,20180112,69,0,57
8221440632,20171128,0,0,0
8491074356,20180205,0,0,0
8221440644,20180125,0,0,0
5137503368,20171227,0,0,2
4372299832,20180125,0,0,0
8491074296,20180130,3,300000,0
4363269680,20180210,0,0,0
8221440584,20180125,0,0,0
7373217340,20180129,12,0,9
4351071960,20180204,0,0,0
9298220756,20180206,0,0,0
6255359264,20180211,0,0,0
4363268452,20180129,232,0,198
8491073236,20171229,1,50000,0
8491072080,20180129,3,0,0
8871429092,20180105,0,0,0
8491072104,20171128,1,10000,0
7373215148,20180205,30,15121.2,42
4373539484,20180125,0,0,0
4407248748,20180130,80,990000,162
8221442944,20171122,0,0,0
6255362732,20180125,0,0,0
4345456888,20180210,0,0,0
6255362624,20171119,0,0,5
5137505644,20180210,0,0,0
8491076596,20180205,0,0,0
8491076620,20180130,0,0,0
5137504548,20171123,0,0,0
7103584772,20171204,0,0,0
7373218568,20171130,0,0,0
4356690572,20180209,34,176800,74
8221435912,20180110,0,0,0
8221435924,20171123,0,0,0
8221434768,20180208,3,0,5
4867863876,20171215,0,0,0
4336223260,20180210,400,1469207.125,330
6482149800,20180210,0,0,0
4381210436,20180110,0,0,0
4367917344,20180211,0,0,0
5716086012,20180210,0,0,0
4339830232,20180118,0,0,0
4356682516,20180209,2366,19302844.62,3175
7103576608,20171122,0,0,0
8221433564,20180129,10,0,5
4373533680,20171210,0,0,0
8221433588,20180125,0,0,0
7373214028,20171128,0,0,2
8491072020,20171212,0,0,0
4356686104,20180125,0,0,0
8221437140,20171208,0,0,0
4373537244,20171115,0,0,0
4351068540,20180124,333,0,649
4542887244,20180211,0,0,0
7103579100,20180210,0,0,0
8221436104,20180206,0,0,0
8221436092,20171116,0,0,1
4356685912,20180211,165,14039808.09,165
6339287148,20180112,24,0,15
4362302236,20180210,0,0,0
4351083580,20171130,0,0,12
5407147640,20180210,0,0,0
8760718532,20180211,0,0,0
4363282468,20180211,384,5760000,1826
8900002280,20180205,2,26000,0
7642862612,20180129,8,0,6
8491084760,20171217,0,0,0
5137513868,20171207,0,0,0
5137512712,20180206,0,0,0
9289289488,20180205,0,0,0
4345463824,20171226,0,0,0
4334228948,20180204,126,8194200,55
8491083652,20171128,1,20000,0
6525008112,20180210,0,0,0
5407151168,20171210,0,0,0
4373555668,20171227,0,0,0
8760721940,20180210,0,0,0
4351085844,20180122,2160,2160000,4536
4345467436,20180129,111,0,87
6457150976,20180211,594,2160555.961,357
9010716200,20180131,0,0,0
5407149904,20180210,0,0,0
4334231380,20171228,0,0,180
4407251072,20171214,0,0,0
6525000008,20180121,7,14140,12
8491079040,20180206,0,0,0
8491078968,20180125,0,0,0
5369646376,20180210,0,0,0
7373221904,20180125,0,0,0
4363279096,20180210,315,4221000,1536
7642859288,20171226,4,0,4
5407145340,20180130,0,0,20
4345462728,20180129,784,0,420
5407146424,20180211,0,0,0
4373549924,20171125,0,0,0
7642859192,20171228,4,0,4
7642859204,20180126,0,0,0
8760716232,20180127,1,20000.01,0
8514291688,20180103,1,100000,0
5407144148,20180110,0,0,0
7642858132,20171208,2,40000,2
8760715124,20171222,1,7000,0
8221446496,20180207,4,0,4
4367930180,20180211,3230,39461590,3819
8760715040,20171228,1,49000,0
8800007044,20180127,9,9000,0
5446437176,20180210,0,0,0
8800007960,20180211,0,0,0
8800007948,20171229,0,0,0
6564294096,20180125,0,0,0
4362283584,20180115,0,0,0
4328578980,20180116,426,1192800,651
4328579028,20180125,0,0,0
8751794164,20180125,0,0,0
4345430192,20180209,864,12087711.36,696
7682149860,20180123,0,0,1
5446440536,20180210,0,0,0
8810723200,20180115,0,0,0
4598217376,20180210,0,0,0
9069643080,20180119,1,1000,0
9069643068,20180124,0,0,0
4345434792,20180125,0,0,0
7951786040,20171222,0,0,1
4328581340,20180210,0,0,0
9144644164,20180205,0,0,0
8900006844,20180203,4,20000,0
7682145344,20180129,6,0,6
7682145332,20180201,36,0,56
4345427748,20180125,0,0,0
6564289412,20180208,12,56000,6
7682145236,20180205,0,0,0
4367895236,20180211,47,0,884
7682144152,20180108,0,0,1
4362840620,20171127,0,0,0
4339807004,20180125,0,0,0
7682143068,20180115,0,0,1
4345425496,20180210,0,0,0
7682144092,20180126,0,0,0
7682148704,20180118,6,0,14
7682148692,20171124,15,733320,12
9276787240,20180204,0,0,0
8800004576,20180125,0,0,0
6564290628,20180122,0,0,0
8800004624,20180126,4,56666.6667,0
4334194172,20180206,0,0,0
5446433612,20171209,49,4900,28
4335694124,20180125,0,0,0
8800004540,20180125,0,0,0
5446432480,20180112,90,0,60
5446432468,20171210,0,0,0
4367897572,20180110,0,0,0
7103572116,20180126,0,0,50
4367913756,20171221,0,0,48
7951796408,20171126,0,0,0
4867859264,20180205,0,0,3
4412852260,20180208,0,0,0
5716081376,20180210,0,0,0
8453576680,20171212,0,0,0
4356678856,20180207,0,0,0
4345442812,20180210,0,0,0
4598223240,20171225,0,0,0
8221432480,20180126,0,0,0
8221432528,20180108,1,5000,3
9339289484,20180209,1,10000,0
5985718484,20180129,6,0,14
4367915092,20180113,272,0,224
4373531392,20180130,1422,11344253.85,1584
7951797588,20180116,0,0,0
9339288328,20180209,0,0,0
7951796492,20180210,0,0,0
8523217356,20180208,9,86992.9667,0
8221430252,20180125,0,0,0
9069647548,20180208,0,0,0
5716076680,20180207,28,1401400,65
8523216188,20180208,0,0,0
7951789496,20171123,0,0,0
4373524300,20180125,0,0,0
5716075452,20180210,0,0,0
6833931324,20180113,24,168048,20
4373523168,20180125,0,0,0
4362288292,20180201,432,0,1353
6833931408,20180128,27,473927.85,27
4598218460,20180210,0,0,0
4362293952,20180129,1122,0,1328
4367910408,20171205,0,0,12
4339823272,20171127,0,0,0
9069649848,20180123,0,0,0
5716078968,20180210,0,0,0
6537506868,20171115,0,0,20
5716077848,20180129,1330,0,700
7951791808,20180210,0,0,0
5716078896,20171213,0,0,0
5716078908,20180113,0,0,0
7951791700,20180210,0,0,0
4362263764,20180129,106,0,200
8260717428,20171130,0,0,0
4334175496,20171130,20,294700,19
8698873172,20180206,0,0,0
8260717320,20171212,0,0,3
4345409204,20180125,0,0,0
8260717332,20171129,1,50600,0
4373496436,20180129,1116,5580000,1584
8260716236,20171115,1,80000,1
6873225568,20171127,0,0,0
8260716296,20171127,1,2000,1
8260721884,20171201,0,0,0
8260721932,20171127,0,0,0
4345413756,20180125,0,0,0
6025006840,20180125,0,0,0
4367880220,20171129,228,228,152
4339793084,20180129,1008,0,690
4373498736,20180115,462,23100000,2079
8523226604,20180209,0,0,0
4407196380,20180201,0,0,0
4351022084,20171225,0,0,0
4345369660,20180122,252,0,260
7991078900,20180202,0,0,0
9108935928,20180202,1,0,0
9108934808,20180130,0,0,0
7991078876,20180129,3,0,7
9108934724,20180123,1,10000,0
4367873152,20171125,0,0,0
8260715152,20171126,0,0,0
8260716176,20171212,0,0,0
4339789400,20180210,1855,30490767.5,1885
4345406820,20180210,0,0,0
7991081272,20180210,0,0,0
4356641756,20180129,285,0,371
6873222136,20180210,0,0,0
6873222124,20180118,0,0,0
8498223204,20171207,0,0,0
8530363772,20171202,0,0,0
4367891684,20180206,0,0,0
4345420836,20180126,0,0,0
4362273180,20171210,0,0,0
6025014920,20180125,0,0,0
6025014956,20171125,0,0,0
7412504576,20180131,56,409925.04,60
4356654592,20171203,0,0,13
4335671932,20180125,0,0,0
5900001100,20180125,0,0,0
4356659252,20180210,0,0,0
8530365060,20171203,0,0,0
7991080188,20171121,0,0,0
9332147536,20180209,0,0,0
4367893996,20180122,2108,16340162,3825
4407213792,20180206,0,0,0
4339804596,20180125,0,0,0
4334181300,20180201,822,32135468.02,10695
6025010392,20171122,0,0,3
8260724340,20171125,0,0,0
6025009296,20180125,0,0,0
8260723220,20171212,0,0,0
4362266268,20180210,0,0,0
4339797564,20171207,0,0,6
7142864012,20180210,0,0,0
4334184696,20180124,18,180000,30
7412503420,20171122,0,0,2
7860721928,20180210,0,0,0
4351035884,20171201,0,0,0
8530359196,20180114,15,1327339.23,0
8260725484,20171130,0,0,0
8260725520,20171216,0,0,0
4351035872,20171214,0,0,12
7412501180,20171212,4,0,9
4373475484,20180210,0,0,6480
7721429016,20180205,0,0,2
5485715092,20180111,0,0,16
4334152280,20180125,170,3382558,160
7182159292,20171129,0,0,0
7860716220,20180123,0,0,0
8569649900,20180207,0,0,0
4363293004,20171205,0,0,10
4412795304,20180210,630,1941162.3,512
4412795292,20171212,168,80000,2184
7721431340,20171227,0,0,0
5485718488,20180208,0,0,0
4336411492,20171218,0,0,1
8723223180,20180110,0,0,0
6603573252,20180124,10,200000,6
8569652344,20180130,0,0,0
6603572132,20180125,0,0,0
4356618480,20180210,0,0,0
4345383628,20180125,0,0,0
4339764028,20180129,387,0,518
7182155668,20171229,4,200000,16
8569646396,20180125,0,0,0
5216074396,20171205,0,0,0
7182153440,20180210,0,0,0
7451787164,20180122,3,0,0
7182154500,20171208,0,0,0
4367855752,20171215,0,0,52
8569649876,20171231,0,0,0
8569648732,20180201,3,0,0
8569647648,20180210,0,0,0
4367854500,20180207,190,64456208,360
7451791704,20180129,20,0,18
4339766232,20180202,442,0,425
5216076660,20180119,2,0,2
8498217424,20171129,0,0,0
4356634724,20180211,0,0,0
9108930220,20180123,1,0,0
7991074312,20180209,0,0,0
7991074300,20171227,1,23985,3
4637502288,20171115,0,0,10
5755359244,20180115,20,0,20
7991072036,20180210,0,0,0
7991072072,20180129,0,0,1
7721438348,20171129,0,0,0
6873215152,20180210,0,0,0
4369571884,20180102,0,0,8
4344919684,20180129,38,0,150
4345397632,20180125,0,0,0
6603581308,20180122,14,700520.59,25
9108933592,20180130,1,500,0
7991076672,20171128,0,0,0
6873219716,20180210,0,0,0
9108932520,20180204,0,0,0
9108932544,20180124,1,20120,0
6537500004,20180210,0,0,0
7991075432,20180210,0,0,0
4373487212,20171205,0,0,24
5485727808,20180211,24,255114.81,36
4334166260,20180207,52,429000,104
4339782524,20180211,888,12703950,976
7991074360,20171123,0,0,0
4367869708,20180125,0,0,0
7991074348,20180205,0,0,0
4345394104,20180210,0,0,0
4356629992,20180125,0,0,0
7721434772,20171228,4,0,6
4351010464,20180203,594,0,741
6771435860,20171219,0,0,0
7689286052,20180125,0,0,0
4345392948,20180210,0,0,0
4373480144,20180109,336,1680000,448
5485718560,20180115,0,0,5
4367866204,20180129,30,0,30
4334162672,20180211,10,420000,0
4362248700,20171210,0,0,0
4345396440,20180201,0,0,0
7721436060,20171116,0,0,0
5485722148,20180210,0,0,0
7721436000,20180125,0,0,0
8408936092,20180210,0,0,0
8714529116,20180125,0,0,0
6603578888,20180201,16,160000,24
7721435868,20180101,4,0,8
4362247568,20180125,0,0,0
7833929112,20180117,48,360000,363
4345542864,20180129,1785,0,783
5598216188,20171130,0,0,0
8487503436,20180125,1,0,0
5598215104,20180125,0,0,0
4356776644,20180211,16,160000,36
8682151164,20180207,3,0,0
4344782508,20180205,0,0,0
4356776572,20180129,99,0,111
4407331304,20180205,0,0,0
8487502340,20171226,1,50000,0
6716075528,20180125,0,0,0
6716075516,20171227,54,5400,90
4356780160,20171228,72,1533600,88
8487501148,20180205,0,0,0
5598218452,20180209,36960,0,107730
4351161584,20180210,0,0,0
4351161596,20171116,0,0,48
4412953384,20171122,0,0,0
8951788260,20180208,1,10000,0
6716074348,20180105,0,0,2
8951787164,20180210,0,0,0
8951787200,20180206,3,160000,0
4363302312,20171221,0,0,1
7007145308,20171220,9,90000,20
6446433640,20180209,4,32000,8
8412513828,20171122,0,0,0
8487504508,20180125,0,0,0
4351154516,20180110,483,48300,588
4356771972,20180125,0,0,0
4328684692,20180129,530,0,335
8682147552,20171220,0,0,0
5058942900,20180125,0,0,0
8130357036,20180129,0,0,0
6446431388,20180122,24,387132,40
4345535856,20180129,16789,0,5947
8412512612,20180125,0,0,0
8723219616,20180210,0,0,0
5328579092,20180126,0,0,0
4351157948,20180125,0,0,0
4345538348,20171127,0,0,136
5328578984,20171225,0,0,0
4345538252,20180129,876,0,748
4345538288,20180112,56,0,50
4328686016,20180115,504,26799228,336
8444646496,20180211,19,78468.4767,0
4328685860,20180129,312,0,300
4356772080,20180210,5720,48125000,3978
8103574384,20180125,0,0,0
4351170856,20171217,14,0,92
4750004516,20171124,0,0,80
8103573288,20171227,0,0,1
8723218532,20171221,0,0,0
5867860400,20180126,0,0,0
4328700044,20171204,1,1000,1
8103573252,20180124,0,0,0
8103572120,20180205,4,40694.56,4
8103572108,20180131,3,0,6
4750002240,20180130,0,0,0
8103573156,20180130,6,0,4
8723219676,20171229,0,0,0
8103576660,20171116,0,0,0
4362407972,20180125,0,0,0
4362407996,20180127,0,0,10
4351173156,20171201,34,0,18
6985719608,20180115,2,19998,0
4750005660,20180210,0,0,0
8103576600,20171129,0,0,0
4339937196,20180129,828,0,690
5598227796,20171225,0,0,0
5598228856,20180123,0,0,6
4334319680,20180126,0,0,0
4390486100,20171221,8,0,8
9053577716,20180129,3,0,0
8951791752,20180210,0,0,0
8951791800,20180205,3,15057.635,0
9053572044,20180211,0,0,0
4371841740,20180125,0,0,6
5598219680,20180125,0,0,0
4339928936,20180112,387,0,511
5598219728,20171125,0,0,0
7007149884,20180125,0,0,0
4750001084,20180210,0,0,0
8471434700,20171127,0,0,0
4407341756,20180207,0,0,0
6985715068,20180211,72,1092000,40
6985715092,20180207,6,88354,6
8723215052,20171219,0,0,0
6716080224,20180205,0,0,0
5867857028,20180210,350,4395833.333,312
8400014892,20180210,0,0,0
8228580244,20171118,0,0,0
8400013832,20171203,0,0,0
8400012712,20171206,0,0,0
8400012736,20171121,0,0,0
4351136104,20180113,420,42000,520
9260719720,20180203,1,1,0
9260718576,20180209,0,0,0
4362370860,20180110,0,0,0
9260718504,20180208,0,0,0
9260718552,20180205,1,5000,0
5955358084,20180209,72,1981080,108
7507150060,20171129,0,0,0
8757147588,20180211,0,0,0
4345522044,20180112,30,0,69
8757146468,20180125,0,0,0
4328670772,20180111,4158,124740000,15708
7025008180,20180125,0,0,0
4345521008,20180129,259,0,220
4373608156,20180129,16,0,20
8142865064,20180125,0,0,0
4519660412,20180201,0,0,0
4339903456,20180125,0,0,0
4339903444,20180106,360,9391168.8,640
8142864968,20171116,0,0,0
4356749864,20180125,0,0,0
4519653416,20180210,0,0,0
9260714012,20180202,0,0,0
4334280196,20180125,0,0,0
5637509252,20171222,6,0,10
4373601088,20180211,0,0,0
8400011508,20180207,0,0,0
4519652332,20180208,0,0,0
4519652236,20180129,0,0,0
4345512736,20180129,42,0,39
7076787248,20180116,2,10248,2
4351130192,20180205,7,10500,28
4362690608,20180210,0,0,0
7025003460,20171207,0,0,12
8142860464,20180125,0,0,0
8142860452,20171205,0,0,0
8142861488,20180204,0,0,0
6296435832,20180125,0,0,0
5907146384,20171218,0,0,0
4328664004,20180129,495,0,975
7025003388,20180125,0,0,0
4328664896,20180210,0,0,0
8400005728,20171212,0,0,0
8142859248,20180129,20,0,6
4339898772,20180129,343,0,365
